movieId,recommendedMovieId,hybrid_score,tmdb_rating
24,3478,0.3145,
24,2093,0.3098,6.713
24,700,0.3088,6.6
24,577,0.3087,5.4
24,1196,0.3068,8.393
25,36,0.4398,7.326
25,6,0.395,7.934
25,16,0.3939,7.996
25,32,0.3886,7.606
25,296,0.3786,8.484
25,608,0.374,7.849
25,593,0.3598,8.345
25,14,0.3588,6.859
25,318,0.3568,8.72
25,235,0.3549,7.483
26,1941,0.388,7.426
26,41,0.3747,6.8
26,273,0.3483,6.446
26,497,0.3393,6.951
26,100,0.3358,5.975
26,314,0.3349,6.734
26,515,0.3346,7.36
26,3761,0.3317,8.153
26,230,0.3272,7.264
26,2691,0.3239,8.241
27,191,0.3515,6.133
27,33672,0.3456,7.096
27,71619,0.3434,6.873
27,1006,0.3412,5.996
27,8341,0.3342,7.571
27,280,0.3222,7.155
27,5970,0.3197,7.4
27,91079,0.318,6.357
27,628,0.3047,7.659
27,219,0.3001,7.9
28,74508,0.3892,7.2
28,6183,0.3877,7.141
28,2177,0.3836,6.772
28,948,0.3816,7.605
28,3475,0.3701,
28,6785,0.369,7.11
28,446,0.3678,7.896
28,900,0.3674,7.018
28,4433,0.3626,6.956
28,2929,0.3622,6.874
29,1175,0.4175,7.311
29,1274,0.4106,7.943
29,1199,0.4026,7.664
29,1206,0.3739,8.2
29,3000,0.3705,8.322
29,541,0.3692,7.9
29,2010,0.367,8.086
29,1201,0.3613,8.469
29,1748,0.3589,7.335
29,5618,0.3581,8.534
30,3158,0.533,6.925
30,190,0.5308,7.0
30,2024,0.5235,5.737
30,3129,0.5102,6.789
30,1514,0.5044,6.681
30,2068,0.5039,7.78
30,3221,0.503,7.1
30,3637,0.4913,7.353
30,2972,0.487,7.146
30,2512,0.4861,7.505
31,318,0.3455,8.72
31,515,0.3376,7.36
31,356,0.3352,8.465
31,16,0.3312,7.996
31,62,0.3275,6.975
31,508,0.3274,7.717
31,364,0.3217,8.254
31,266,0.3206,7.384
31,296,0.3196,8.484
31,371,0.3193,
32,296,0.4884,8.484
32,589,0.4866,8.147
32,47,0.4746,8.382
32,318,0.4495,8.72
32,593,0.4413,8.345
32,260,0.4395,8.205
32,608,0.4347,7.849
32,2762,0.4342,7.952
32,480,0.4337,7.968
32,1270,0.4314,8.325
34,364,0.4788,8.254
34,480,0.4408,7.968
34,1,0.4333,7.973
34,356,0.4267,8.465
34,588,0.4238,7.653
34,595,0.4235,7.727
34,590,0.4141,7.8
34,457,0.414,7.478
34,296,0.4098,8.484
34,150,0.4065,7.457
36,25,0.4391,7.3
36,527,0.3866,8.569
36,318,0.3832,8.72
36,475,0.382,7.892
36,17,0.3775,7.42
36,608,0.3703,7.849
36,628,0.368,7.659
36,296,0.3615,8.484
36,508,0.3615,7.717
36,14,0.3608,6.859
38,109864,0.5533,6.623
38,103819,0.5371,6.4
38,52730,0.5313,
38,139915,0.5174,5.645
38,142536,0.5013,6.528
38,139717,0.4983,4.5
38,109576,0.4892,5.019
38,129659,0.4812,7.486
38,115170,0.4794,7.331
38,870,0.478,4.895
39,364,0.4014,8.254
39,595,0.3999,7.727
39,356,0.3991,8.465
39,296,0.3923,8.484
39,588,0.3901,7.653
39,597,0.39,7.448
39,480,0.3787,7.968
39,318,0.3786,8.72
39,539,0.3774,6.7
39,110,0.3769,7.944
40,626,0.513,5.628
40,650,0.4246,6.1
40,6561,0.3997,6.339
40,619,0.3712,4.141
40,68,0.3633,6.1
40,116,0.3506,7.6
40,1105,0.3384,4.5
40,694,0.2994,6.937
40,715,0.2535,6.532
40,5992,0.2304,7.256
41,26,0.3657,6.357
41,1941,0.3445,7.426
41,2178,0.3298,7.099
41,3761,0.3278,8.153
41,1224,0.3274,7.119
41,1411,0.3198,7.337
41,2691,0.3181,8.241
41,5498,0.3148,8.1
41,2075,0.3113,7.221
41,892,0.3069,6.989
42,5059,0.3921,7.5
42,428,0.3691,7.9
42,61257,0.3642,7.0
42,43684,0.3615,6.446
42,1825,0.3609,6.322
42,168608,0.3602,7.367
42,5513,0.3567,5.295
42,7457,0.3559,6.005
42,73808,0.3468,7.8
42,60753,0.3458,
43,3368,0.398,7.586
43,4292,0.3848,7.214
43,219,0.3788,7.9
43,8451,0.3767,6.9
43,6581,0.3749,6.807
43,42418,0.3719,6.5
43,8809,0.3679,6.09
43,6909,0.3671,6.576
43,4578,0.3654,6.61
43,7619,0.3653,7.89
44,353,0.4019,7.519
44,173,0.3613,5.855
44,589,0.3592,8.147
44,442,0.3583,6.75
44,10,0.3555,6.9
44,592,0.3445,7.232
44,551,0.3386,7.831
44,293,0.3368,8.295
44,480,0.3367,7.968
44,356,0.3366,8.465
45,1082,0.3668,6.505
45,412,0.3663,7.0
45,1217,0.3498,8.021
45,1228,0.3458,7.903
45,348,0.3447,7.087
45,232,0.3426,7.631
45,215,0.336,7.973
45,1263,0.3354,7.974
45,1227,0.333,8.382
45,1299,0.3311,7.462
46,491,0.3875,6.55
46,943,0.3472,7.5
46,4356,0.3452,7.34
46,7093,0.3428,7.322
46,6898,0.3406,7.0
46,6954,0.3405,7.058
46,902,0.3402,7.623
46,5073,0.3389,7.09
46,44694,0.3371,7.476
46,17,0.337,7.42
47,296,0.5558,8.484
47,593,0.5167,8.345
47,2959,0.5036,8.438
47,1089,0.4927,8.114
47,318,0.4863,8.72
47,356,0.4854,8.465
47,293,0.4728,8.295
47,110,0.4651,7.944
47,4226,0.4629,8.177
47,589,0.4579,8.147
48,364,0.4504,8.254
48,595,0.439,7.727
48,588,0.4175,7.653
48,1907,0.3904,7.901
48,551,0.3903,7.831
48,594,0.3841,7.123
48,783,0.3828,7.128
48,1566,0.3826,7.491
48,596,0.3773,7.109
48,2081,0.3731,7.35
49,3329,0.6545,7.092
49,2983,0.6239,6.814
49,679,0.6213,6.417
49,3528,0.5626,
49,567,0.518,6.389
49,3834,0.5024,6.303
49,3402,0.5007,6.267
49,1305,0.4843,8.1
49,3372,0.4746,6.757
49,3138,0.4714,6.297
50,296,0.5487,8.484
50,318,0.5178,8.72
50,47,0.5173,8.382
50,2959,0.5095,8.438
50,1089,0.5054,8.114
50,858,0.4897,8.686
50,593,0.4844,8.345
50,1213,0.4815,8.452
50,4226,0.4712,8.177
50,1221,0.4704,8.571
52,14,0.3774,6.859
52,25,0.3597,7.3
52,1292,0.3523,7.595
52,36,0.3496,7.326
52,1171,0.3495,6.562
52,1057,0.3481,6.451
52,348,0.3477,7.087
52,628,0.347,7.659
52,58,0.3397,7.917
52,608,0.3292,7.849
53,2068,0.5128,7.78
53,1596,0.4969,6.6
53,3637,0.4923,7.353
53,2512,0.4914,7.505
53,1759,0.4911,7.485
53,4766,0.4899,7.162
53,2972,0.4872,7.146
53,3002,0.487,7.3
53,3514,0.4806,
53,2609,0.4798,7.383
54,219,0.5905,7.9
54,291,0.5613,4.723
54,243,0.5608,5.379
54,510,0.5585,6.762
54,352,0.558,6.8
54,359,0.5551,6.3
54,189,0.5535,6.611
54,201,0.5527,6.271
54,336,0.5489,5.9
54,775,0.5481,6.3
55,324,0.6199,6.781
55,722,0.6197,7.75
55,406,0.6171,4.818
55,287,0.6131,5.567
55,987,0.6046,5.507
55,726,0.6035,5.663
55,214,0.4874,7.352
55,321,0.4836,7.012
55,369,0.4794,5.851
55,331,0.4679,6.118
57,8119,0.4014,7.338
57,484,0.3843,6.129
57,6162,0.3749,6.1
57,325,0.3687,5.471
57,6216,0.3683,7.073
57,7033,0.3636,6.491
57,5994,0.3635,6.9
57,41527,0.3625,6.886
57,3365,0.3619,7.693
57,1484,0.3602,6.548
58,1172,0.3585,8.425
58,36,0.3293,7.326
58,265,0.3236,7.282
58,1041,0.3235,7.584
58,296,0.3233,8.484
58,3089,0.3171,8.171
58,608,0.3164,7.849
58,25,0.316,7.3
58,1960,0.315,7.581
58,194,0.312,7.2
60,158,0.4039,6.339
60,317,0.3515,6.519
60,374,0.3504,
60,364,0.3467,8.254
60,48,0.3434,6.912
60,2,0.336,7.245
60,595,0.3335,7.727
60,596,0.3292,7.109
60,616,0.3239,7.3
60,410,0.3199,6.971
61,981,0.4049,4.417
61,881,0.3935,5.688
61,219,0.3739,7.9
61,667,0.3663,5.458
61,1006,0.3519,5.996
61,510,0.3475,6.762
61,359,0.332,6.3
61,189,0.3294,6.611
61,662,0.3287,6.611
61,979,0.3267,4.583
62,364,0.3679,8.254
62,356,0.3658,8.465
62,590,0.3626,7.8
62,1,0.3554,7.973
62,266,0.3531,7.384
62,150,0.352,7.457
62,318,0.3518,8.72
62,508,0.3433,7.717
62,440,0.3413,
62,11,0.3391,6.539
63,8593,0.4115,7.203
63,4759,0.3936,6.42
63,93320,0.3879,7.167
63,5786,0.3874,6.826
63,998,0.382,7.2
63,71268,0.3711,6.261
63,6616,0.3495,6.0
63,2984,0.3454,6.94
63,6938,0.3444,7.75
63,32009,0.3382,6.553
64,634,0.4325,3.695
64,706,0.4074,6.429
64,662,0.3945,6.611
64,467,0.3909,4.659
64,74,0.3574,5.868
64,694,0.3449,6.937
64,879,0.3428,6.044
64,1167,0.3404,5.484
64,692,0.3404,4.875
64,1043,0.3358,5.493
65,88,0.3705,6.077
65,829,0.346,5.842
65,842,0.334,5.95
65,719,0.333,5.824
65,112,0.3312,6.83
65,832,0.3299,6.687
65,881,0.329,5.688
65,104,0.3264,6.677
65,1405,0.3226,6.642
65,667,0.3222,5.458
66,667,0.483,5.458
66,76,0.3731,6.2
66,191,0.3421,6.133
66,219,0.337,7.9
66,881,0.3183,5.688
66,711,0.3159,5.575
66,842,0.3142,5.95
66,135,0.3102,6.387
66,494,0.3069,6.343
66,510,0.3064,6.762
68,32649,0.4314,8.048
68,7089,0.43,7.874
68,8456,0.4217,8.172
68,1417,0.4202,5.982
68,626,0.419,5.628
68,4395,0.4188,8.087
68,31309,0.4138,7.997
68,3808,0.4074,7.823
68,6684,0.4061,7.234
68,1305,0.4044,8.1
69,1753,0.3675,6.333
69,493,0.3589,7.502
69,441,0.3421,7.314
69,998,0.337,7.2
69,1732,0.3302,7.84
69,785,0.317,6.5
69,3177,0.3091,6.484
69,6796,0.3064,7.621
69,2174,0.3018,7.37
69,1196,0.3017,8.393
70,1732,0.4388,7.84
70,1089,0.4289,8.114
70,1729,0.4136,7.357
70,1201,0.4109,8.469
70,1222,0.404,8.118
70,7438,0.3985,7.877
70,4262,0.3967,8.156
70,2951,0.3878,7.826
70,858,0.3861,8.686
70,1214,0.3858,8.17
71,6280,0.4662,6.107
71,5809,0.4592,6.17
71,4721,0.4529,5.959
71,7315,0.4527,5.064
71,5880,0.448,4.733
71,5324,0.4406,5.682
71,7175,0.4386,5.281
71,3898,0.4348,5.7
71,3765,0.4275,6.3
71,5531,0.427,6.502
72,173197,0.4588,6.749
72,168612,0.4301,6.106
72,31545,0.4233,8.252
72,26003,0.4162,8.256
72,84716,0.4152,7.913
72,5137,0.4145,7.714
72,3051,0.4081,6.064
72,3736,0.4067,7.847
72,26073,0.4064,8.399
72,72714,0.4057,8.105
73,4506,0.366,6.716
73,3808,0.3488,7.823
73,31309,0.3392,7.997
73,2084,0.332,6.739
73,4395,0.3293,8.087
73,7060,0.3292,7.1
73,32649,0.3285,8.048
73,8456,0.3277,8.172
73,2691,0.3203,8.241
73,31973,0.3195,7.618
74,64,0.3456,4.98
74,9,0.336,6.0
74,6183,0.3276,7.141
74,79,0.3185,5.701
74,724,0.3181,6.778
74,6785,0.3143,7.11
74,694,0.304,6.937
74,628,0.3036,7.659
74,3546,0.3023,
74,100,0.3014,5.975
75,879,0.4712,6.044
75,3678,0.4124,7.2
75,2260,0.3996,6.06
75,3442,0.3985,
75,2007,0.3977,5.071
75,790,0.3938,6.214
75,633,0.3927,6.0
75,3661,0.3862,5.948
75,1985,0.3861,6.175
75,1336,0.3839,5.9
76,667,0.3603,5.458
76,2363,0.3337,7.63
76,66,0.3183,3.3
76,881,0.3182,5.688
76,7040,0.3168,7.133
76,4826,0.3148,6.708
76,6,0.3147,7.934
76,704,0.3138,6.184
76,177,0.3083,6.0
76,366,0.3069,6.459
77,2068,0.6546,7.78
77,3637,0.6384,7.353
77,2512,0.6374,7.505
77,4766,0.6369,7.162
77,3002,0.6363,7.3
77,1759,0.6335,7.485
77,2865,0.6324,4.577
77,2972,0.6307,7.146
77,2609,0.63,7.383
77,1310,0.6297,7.422
78,1458,0.4526,5.652
78,53447,0.4143,
78,176423,0.4095,7.642
78,180045,0.3969,7.148
78,5071,0.3943,6.2
78,25834,0.3943,7.419
78,112940,0.3889,6.478
78,154358,0.3881,7.422
78,5209,0.3863,
78,4475,0.3859,7.06
79,217,0.3535,5.2
79,628,0.3527,7.659
79,711,0.352,5.575
79,271,0.3426,6.5
79,5,0.3411,6.278
79,74,0.3307,5.868
79,61,0.3241,6.252
79,9,0.3192,6.0
79,694,0.3151,6.937
79,6,0.3141,7.934
80,3015,0.5652,6.777
80,8456,0.524,8.172
80,4395,0.5197,8.087
80,32649,0.519,8.048
80,31309,0.5161,7.997
80,5849,0.5097,7.622
80,3808,0.5095,7.823
80,3289,0.503,7.51
80,3295,0.5022,6.927
80,31973,0.5011,7.618
81,6902,0.3438,7.385
81,158783,0.3425,8.187
81,1726,0.3297,6.264
81,2691,0.3268,8.241
81,5298,0.323,6.045
81,3761,0.3223,8.153
81,5423,0.3205,6.412
81,5628,0.3144,6.66
81,2843,0.3137,7.664
81,4849,0.3136,6.493
82,685,0.4097,6.311
82,156,0.3906,6.535
82,1417,0.3762,5.982
82,973,0.365,7.324
82,5135,0.3571,6.779
82,3808,0.3534,7.823
82,4372,0.3519,6.624
82,735,0.3496,6.906
82,32649,0.3475,8.048
82,1936,0.3471,7.101
83,1363,0.2851,5.799
83,66,0.2359,3.3
83,628,0.226,7.659
83,1059,0.2156,6.779
83,1409,0.2082,5.718
83,858,0.2026,8.686
83,318,0.2004,8.72
83,1172,0.1979,8.425
83,527,0.1973,8.569
83,1,0.1969,7.973
85,99,0.4421,6.733
85,269,0.4413,6.6
85,2314,0.4315,5.819
85,617,0.3961,6.783
85,2068,0.3867,7.78
85,581,0.3808,7.186
85,206,0.378,5.368
85,766,0.3699,6.1
85,3531,0.3688,
85,3637,0.3679,7.353
86,647,0.3224,6.545
86,210,0.3188,5.761
86,219,0.3149,7.9
86,352,0.3102,6.8
86,981,0.3074,4.417
86,707,0.3051,6.0
86,43917,0.3028,7.04
86,42730,0.3028,7.421
86,805,0.3022,7.391
86,458,0.2931,6.3
87,2152,0.4625,5.148
87,1550,0.4336,5.456
87,2040,0.401,6.013
87,1646,0.3977,5.213
87,1806,0.3827,6.949
87,709,0.3772,6.734
87,1592,0.3702,5.577
87,330,0.3693,6.285
87,219,0.3677,7.9
87,3048,0.3675,5.1
88,765,0.3502,6.294
88,886,0.3433,5.734
88,1476,0.3411,6.495
88,1405,0.3377,6.642
88,842,0.3369,5.95
88,784,0.3299,5.997
88,65,0.3292,4.564
88,333,0.3281,6.801
88,710,0.3214,5.3
88,428,0.3198,7.9
89,3020,0.3763,7.392
89,175569,0.3632,7.438
89,1598,0.3615,6.022
89,352,0.3588,6.8
89,1178,0.355,8.253
89,209,0.3541,5.106
89,4849,0.3499,6.493
89,1858,0.3483,6.545
89,504,0.3441,6.235
89,5423,0.3434,6.412
92,6898,0.4645,7.0
92,6954,0.4582,7.058
92,5073,0.4557,7.09
92,6031,0.4508,7.457
92,7093,0.4503,7.322
92,7382,0.4498,7.113
92,25850,0.4477,7.311
92,2185,0.4464,7.082
92,795,0.4438,5.247
92,7584,0.4392,6.939
93,219,0.3753,7.9
93,59306,0.3734,
93,177,0.3673,6.0
93,57910,0.355,
93,15,0.3546,5.799
93,510,0.3538,6.762
93,340,0.3507,6.643
93,336,0.3482,5.9
93,250,0.3434,6.18
93,71500,0.3432,6.988
94,2607,0.3835,7.016
94,5425,0.379,6.897
94,3078,0.3743,6.656
94,5427,0.3688,6.483
94,5083,0.362,5.333
94,5486,0.3619,5.8
94,52375,0.3598,
94,3747,0.3597,6.23
94,56908,0.3595,
94,55272,0.3565,
95,6,0.4115,7.934
95,786,0.4095,6.091
95,736,0.3909,6.557
95,494,0.3881,6.343
95,780,0.3878,6.909
95,733,0.3741,7.145
95,648,0.3739,7.025
95,32,0.3716,7.606
95,112,0.3658,6.83
95,480,0.361,7.968
96,6660,0.6627,7.981
96,8684,0.6624,7.944
96,8125,0.6612,7.814
96,4184,0.6568,7.097
96,6273,0.6555,7.617
96,7560,0.6539,7.824
96,8338,0.6531,7.517
96,2612,0.6522,7.624
96,6982,0.6516,7.756
96,8459,0.65,7.8
97,3947,0.4065,6.995
97,5062,0.3924,7.323
97,2074,0.3917,6.7
97,3521,0.3882,
97,6774,0.383,7.251
97,2488,0.3816,7.449
97,1419,0.379,7.306
97,3091,0.3754,7.826
97,7206,0.3744,7.421
97,3819,0.3692,7.797
99,269,0.6218,6.6
99,2068,0.5089,7.78
99,1415,0.4932,6.2
99,3637,0.492,7.353
99,1310,0.491,7.422
99,2512,0.4909,7.505
99,3002,0.4904,7.3
99,108,0.4903,7.778
99,495,0.4871,6.6
99,1759,0.487,7.485
100,26,0.3469,6.357
100,6,0.3289,7.934
100,361,0.3182,6.72
100,412,0.3167,7.0
100,628,0.3166,7.659
100,61,0.3152,6.252
100,3761,0.3152,8.153
100,2691,0.3146,8.241
100,354,0.3119,5.785
100,1082,0.3115,6.505
101,2395,0.4005,7.395
101,1235,0.3844,7.601
101,1089,0.3736,8.114
101,30810,0.369,7.074
101,6724,0.3678,7.876
101,1208,0.3625,8.267
101,2291,0.3618,7.719
101,1206,0.3598,8.2
101,39234,0.3586,7.233
101,1278,0.3584,7.853
102,484,0.477,6.129
102,238,0.4347,6.198
102,271,0.4171,6.5
102,631,0.4101,6.017
102,217,0.4086,5.2
102,325,0.3852,5.471
102,828,0.3808,5.3
102,810,0.3727,4.155
102,609,0.3698,6.63
102,343,0.3573,5.4
103,467,0.3902,4.659
103,692,0.3482,4.875
103,662,0.3386,6.611
103,61,0.3244,6.252
103,805,0.3202,7.391
103,879,0.3155,6.044
103,694,0.2999,6.937
103,833,0.2959,5.507
103,762,0.291,5.554
103,628,0.2901,7.659
104,216,0.4084,6.19
104,356,0.3973,8.465
104,1,0.3899,7.973
104,480,0.3831,7.968
104,364,0.38,8.254
104,1196,0.3795,8.393
104,2706,0.3761,6.604
104,260,0.3752,8.205
104,231,0.3739,6.657
104,2918,0.3715,7.569
105,1305,0.3535,8.1
105,266,0.3344,7.384
105,1727,0.3314,6.897
105,509,0.3221,7.4
105,357,0.3156,6.774
105,590,0.3122,7.8
105,527,0.3111,8.569
105,593,0.306,8.345
105,356,0.3058,8.465
105,3746,0.3057,7.338
106,4260,0.6291,7.929
106,3851,0.6249,7.882
106,4074,0.6146,5.922
106,4166,0.53,6.3
106,4765,0.4585,6.768
106,4252,0.4495,7.0
106,2204,0.4443,6.9
106,4347,0.4371,7.214
106,4273,0.435,6.655
106,937,0.4305,7.045
107,2083,0.4041,7.445
107,2087,0.3681,7.189
107,2709,0.3661,6.116
107,3396,0.361,7.21
107,1566,0.3502,7.491
107,551,0.3462,7.831
107,2005,0.338,7.515
107,1064,0.3369,6.258
107,1688,0.334,7.606
107,3549,0.3307,
108,2068,0.6546,7.78
108,1310,0.6445,7.422
108,3002,0.6403,7.3
108,3637,0.6384,7.353
108,2512,0.6374,7.505
108,206,0.6336,5.368
108,1759,0.6335,7.485
108,2972,0.6307,7.146
108,4766,0.6299,7.162
108,4786,0.628,6.654
110,356,0.5146,8.465
110,589,0.51,8.147
110,480,0.5065,7.968
110,296,0.5064,8.484
110,318,0.4997,8.72
110,47,0.4822,8.382
110,457,0.4743,7.478
110,2028,0.4731,8.224
110,593,0.4718,8.345
110,590,0.4704,7.8
111,1208,0.4732,8.267
111,1219,0.4653,8.414
111,858,0.4637,8.686
111,608,0.4611,7.849
111,296,0.4606,8.484
111,1089,0.4601,8.114
111,904,0.4589,8.338
111,1213,0.4582,8.452
111,903,0.4567,8.141
111,750,0.455,8.122
112,6,0.3982,7.934
112,32,0.3687,7.606
112,494,0.3582,6.343
112,1429,0.3565,6.5
112,95,0.3394,6.067
112,1,0.3389,7.973
112,589,0.3384,8.147
112,736,0.3373,6.557
112,3972,0.331,7.449
112,296,0.3271,8.484
113,324,0.4765,6.781
113,722,0.4627,7.75
113,406,0.4562,4.818
113,287,0.4561,5.567
113,55,0.4532,5.745
113,987,0.4479,5.507
113,726,0.4468,5.663
113,219,0.4109,7.9
113,354,0.393,5.785
113,510,0.3856,6.762
116,791,0.4341,
116,1144,0.4126,7.167
116,650,0.3986,6.1
116,1137,0.3934,5.303
116,1116,0.3897,5.974
116,68,0.3866,6.1
116,626,0.3825,5.628
116,984,0.3715,4.071
116,4080,0.3704,6.377
116,1353,0.3662,6.723
117,311,0.6165,5.111
117,285,0.6136,5.1
117,636,0.6127,4.313
117,220,0.6066,6.105
117,611,0.4501,5.285
117,183,0.4217,6.488
117,184,0.408,5.7
117,366,0.3467,6.459
117,177,0.3411,6.0
117,606,0.3362,5.464
118,2044,0.6121,5.882
118,2244,0.6044,4.7
118,2453,0.5777,6.3
118,2037,0.5385,6.871
118,295,0.5366,5.25
118,3712,0.5335,6.292
118,3622,0.5302,6.339
118,1891,0.5268,5.964
118,3056,0.5262,6.1
118,3400,0.5222,6.096
119,176423,0.5058,7.642
119,180045,0.4976,7.148
119,25834,0.4884,7.419
119,154358,0.4844,7.422
119,4475,0.4815,7.06
119,6295,0.4808,6.78
119,6542,0.4791,7.06
119,6816,0.4771,6.791
119,33826,0.4768,7.006
119,52724,0.4764,
121,2068,0.5212,7.78
